event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX72182,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Zitacuaro,,"Heroica Zitacuaro",19.4372,-100.3575,1,MiMorelia,Subnational,"On 21 March 2023, in Heroica Zitacuaro, Michoacan, there was an armed clash between armed individuals and the National Guard around Cerrito de Puerto Azul. Two police officers were injured.",0,,1679945365
MEX72246,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,"Hoy Tamaulipas",Subnational,"On 21 March 2023, in Reynosa, Tamaulipas, there was an armed clash between armed individuals and the state police during a police patrol after the armed men shot at the police in colonia Unidad y Esfuerzo. There were no casualties. Two vehicles were seized.",0,,1679945365
MEX72094,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Riodoce; Zona Franca",Subnational-National,"On 21 March 2023, in Celaya, Guanajuato, there was an armed clash between armed individuals and the municipal police during a police control after the armed men shot at the police around Plaza La Punta. Five armed individuals were killed. 5 fatalities.",5,,1719274859
MEX72235,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Prison Guards",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,"Data Civica; Milenio",National,"On 21 March 2023, in Hermosillo, Sonora, a man was shot and killed by unidentified armed individuals. The victim was the custodian commander of the penitentiary center 11. 1 fatality.",1,,1720471580
MEX72283,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Cuauhtemoc,,"San Pedro Piedra Gorda",22.4495,-102.3477,2,Milenio,National,"On 21 March 2023, in Cuauhtemoc municipality (coded to San Pedro Piedra Gorda), Zacatecas, there was an armed clash between criminal members and the state police during a police patrol. There were no casualties.",0,,1720481996
MEX72201,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Los Gonzalez Gang",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Puebla,Amozoc,,"Amozoc de Mota",19.0446,-98.0449,1,E-Consulta,Subnational,"On 21 March 2023, in Amozoc de Mota, Puebla, dozens of members of Los Gonzales gang travelling in motorcycles and vehicles beat up, attacked and disarmed municipal police officers. An unknown number of police officers were injured. The event was recorded in video and shared on social media.",0,,1721086510
MEX72181,"20 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) State Police","State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Zitacuaro,,Camembaro,19.4272,-100.3989,1,MiMorelia,Subnational,"On 20 March 2023, in Camembaro, Michoacan, there was an armed clash between a criminal group and the National Guard after the discovery of a narco-camp. The military force and the state police also supported the National Guard. The criminal members set a (narco) roadblock on the road to Toluca and also set a grocery store on fire. Two criminal members were killed. 2 fatalities.",2,,1679945365
MEX72144,"20 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,"Santa Maria de los Angeles",,"Santa Maria de los Angeles",22.1728,-103.2248,2,"Data Civica; La Jornada",National,"On 20 March 2023, around Santa Maria de los Angeles, Jalisco, the police Security Commissioner and one of his bodyguards were shot and injured after being attacked by unidentified armed individuals while travelling near a mountain around El Cerrito ranch.",0,,1720471580
MEX72206,"19 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Jolalpan,,Jolalpan,18.3205,-98.8443,1,E-Consulta,Subnational,"On 19 March 2023, in Jolalpan, Puebla, groups of unidentified armed men clashed. Security forces arrived in the area but no interaction were reported. There were no fatalities.",0,,1679945365
MEX72287,"19 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Pinos,,Pinos,22.2958,-101.5751,1,"El Siglo de Durango",National,"On 19 March 2023, in Pinos, Zacatecas, there was an armed clash between unidentified individuals and military forces. During the operation, several people who had been abducted were set free. A vehicle was seized. There were no fatalities.",0,,1679945366
MEX72202,"19 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Atlixco,,"Santa Ana Yancuitlalpan",18.8847,-98.3997,1,Milenio,National,"On 19 March 2023, in Santa Ana Yancuitlalpan, Puebla, two men shot and killed a man in the street. The victim was member of a criminal group and it is believed that the attack was related to rivalry between criminal bands. No more detail is provided by the source. 1 fatality.",1,,1719274859
MEX72232,"19 March 2023",2023,1,"Political violence",Battles,"Armed clash","Los Chapitos Gang",,"Political militia","Caborca Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,"Borderland Beat; Diario de Morelos; Imagen del Golfo; Riodoce",National,"On 19 March 2023, in Caborca, Sonora, there was an armed clash between members Los Chapitos gang and the Caborca Cartel driving several vehicles. Seven people were killed, including a passer-by. Four people were injured. Two people were later arrested. 7 fatalities.",7,,1719876472
MEX72166,"18 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Cotija,,"Cotija de la Paz",19.8084,-102.7041,2,"La Voz de Michoacan",Subnational,"On 18 March 2023, in Cotija municipality (coded to Cotija de la Paz), Michoacan de Ocampo, there was an armed clash between the state police and members of a criminal group, in La Laguna community. Three police officers were injured. Five members of the criminal group were arrested. Long weapons, tactical equipment, and a vehicle were sized. There were no fatalities.",0,,1679945365
MEX72223,"18 March 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Gente Nueva Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Choix,,"Poblado Nuevo",26.7965,-108.2585,2,Tiempo,National,"Around 18 March 2023 (as reported), near Poblado Nuevo, Sinaloa, a man was killed and his body was found with the 'tiro de gracia' around the Picachos mountain. The victim was a wanted criminal by the Mexican and American authorities, leader of the Gente Nueva gang, who was responsible for the killing of two Jesuit priests on 20 June 2022 (coded separately). 1 fatality.",1,,1679945365
MEX72092,"18 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Zona Franca",Subnational,"On 18 March 2023, in Celaya, Guanajuato, two armed men shot and killed a police officer and injured another in the city center. The attackers escaped on a motorcycle. No more detail is provided by the source. 1 fatality, 1 injured.",1,,1719274859
MEX71910,"17 March 2023",2023,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Mexico,"San Antonio la Isla",,"San Antonio la Isla",19.1641,-99.5693,2,"8 Columnas; AP; La Jornada; La Silla Rota; Zeta Tijuana",Subnational-National,"On 17 March 2023, between San Antonio La Isla, Mexico, and Ciudad de Mexico - Alvaro Obregon, Ciudad de Mexico, 70 police officers clashed with members of the CJNG cartel during the persecution of a truck where the gangsters were trying to flee. The persecution started when the policemen found four people kidnapped by the CJNG. The clash resulted in the killing of three policemen - two municipal officers and one from the Secretary for Citizens Security - and one gangster. Seven gang members were arrested, including the leader of the cell. 4 fatalities.",4,,1679346097
MEX71911,"17 March 2023",2023,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Sinaloa Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Jalisco,Teocaltiche,,Teocaltiche,21.436,-102.5726,2,"El Proceso; Milenio; Sintesis",National,"On 17 March 2023, between Nochistlan de Mejia, Zacatecas, and Teocaltiche, Jalisco (coded to Teocaltiche, Jalisco), in the early morning, members of the CJNG clashed with rival gangsters of the Sinaloa Cartel and set up (narco) roadblocks in municipalities in the border between Jalisco and Zacatecas state. Several vehicles and a booth were set on fire. A driver got injured due to the fire. 1 injured.",0,,1679346097
MEX71921,"17 March 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Quintana Roo",Solidaridad,,"Playa del Carmen",20.6281,-87.0755,1,"La Verdad",National,"Around 17 March 2023 (as reported), in Playa del Carmen, Quintana Roo, two armed men shot at a municipal police vehicle in Colonia Centro. The attack was in retaliation for the arrest of other individuals for drug related issues. Casualties unknown.",0,,1679346097
MEX71922,"17 March 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Mexico (2018-)",,"State forces","La Familia Michoacana Cartel",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Guerrero,"Coyuca de Catalan",,"El Pescado",17.8858,-100.8183,1,"La Jornada",National,"On 17 March 2023, in El Pescado, Guerrero, military officers clashed with members of La Familia Michoacana cartel when they were carrying out a routine patrol. At least six gangsters were shot and killed, including the regional leader of the cartel, and two military officers. An unknown number of others were injured. At least 8 fatalities.",8,,1679945365
MEX72164,"17 March 2023",2023,1,"Political violence",Battles,"Armed clash","La Familia Michoacana Cartel",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Copandaro,,"Copandaro de Galeana",19.8938,-101.2153,2,"La Jornada",National,"On 17 March 2023, in Copandaro municipality (coded to Copandaro de Galeana), Michoacan, members of the La Familia Michoacana cartel clashed with members of a rival criminal group. Casualties unknown.",0,,1679945365
